iso3_o,iso3_d,contig,dist,comlang_off,tradeflow_comtrade_d
ABW,ABW,0,5.2249999,0,
ABW,AFG,0,13257.814,0,
ABW,AGO,0,9516.9131,0,
ABW,AIA,0,983.26801,0,
ABW,ALB,0,9091.7422,0,
ABW,AND,0,7572.7881,1,
ABW,ANT,,,,
ABW,ARE,0,12735.012,0,538.973
ABW,ARG,0,5396.2202,1,.052
ABW,ARM,0,11107.783,0,
ABW,ASM,,,,
ABW,ATA,,,,2.287
ABW,ATF,,,,
ABW,ATG,0,1024.995,0,
ABW,AUS,0,15237.495,0,
ABW,AUT,0,8719.1299,0,109.376
ABW,AZE,0,11502.997,0,
ABW,BDI,0,11120.469,0,
ABW,BEL,0,7847.0698,1,29.035
ABW,BEN,0,7979.9448,0,
ABW,BES,,,,
ABW,BFA,0,7414.0161,0,
ABW,BGD,0,15473.457,0,
ABW,BGR,0,9348.0391,0,1.957
ABW,BHR,0,12308.359,0,60.247
ABW,BHS,0,1588.515,0,
ABW,BIH,0,8936.6641,0,.89
ABW,BLR,0,9382.626,0,
ABW,BLZ,0,2076.2161,1,
ABW,BMU,0,2263.7871,0,.064
ABW,BOL,0,3240.231,1,.179
ABW,BRA,0,4759.6079,0,
ABW,BRB,0,1139.24,0,15.717
ABW,BRN,0,18008.871,0,
ABW,BTN,0,15070.868,0,
ABW,BVT,,,,
ABW,BWA,0,11196.276,0,
ABW,CAF,0,9771.96,0,
ABW,CAN,0,3573.887,0,22543.623
ABW,CCK,0,18614.289,0,
ABW,CHE,0,8056.332,0,396.994
ABW,CHL,0,5125.6802,1,2.203
ABW,CHN,0,14155.351,0,7.04
ABW,CIV,0,7293.8828,0,
ABW,CMR,0,9014.291,0,8.618
ABW,COD,0,9622.7695,0,
ABW,COG,0,9613.9014,0,
ABW,COK,0,10484.673,0,
ABW,COL,0,1036.634,1,3032.902
ABW,COM,0,12802.653,0,
ABW,CPV,0,5036.3862,0,
ABW,CRI,0,1550.772,1,.8130000000000001
ABW,CSK,,,,
ABW,CUB,0,1754.738,1,
ABW,CUW,,,,
ABW,CXR,0,19519.52,0,
ABW,CYM,0,1421.3781,0,
ABW,CYP,0,10403.22,0,62898.316
ABW,CZE,0,8560.8994,0,3.825
ABW,DDR,,,,
ABW,DEU,0,8034.3892,0,58.797
ABW,DJI,0,12186.874,0,
ABW,DMA,0,989.98798,0,
ABW,DNK,0,8408.5898,0,10.669
ABW,DOM,0,663.099,1,8078.268
ABW,DZA,0,7686.4072,0,
ABW,ECU,0,1698.399,1,
ABW,EGY,0,10383.609,0,
ABW,ERI,0,11620.09,0,
ABW,ESH,0,6124.0132,0,
ABW,ESP,0,7121.5239,1,65.367
ABW,EST,0,9088.5117,0,
ABW,ETH,0,11817.333,0,
ABW,FIN,0,9087.5635,0,8.478
ABW,FJI,0,12692.412,0,
ABW,FLK,0,7248.144,0,
ABW,FRA,0,7685.8838,0,68.559
ABW,FRO,0,7410.5068,0,
ABW,FSM,0,14263.712,0,
ABW,GAB,0,8868.9268,0,
ABW,GBR,0,7541.2432,0,74.761
ABW,GEO,0,11056.94,0,
ABW,GHA,0,7697.9438,0,13.766
ABW,GIB,0,6937.0161,1,
ABW,GIN,0,5940.813,0,
ABW,GLP,0,980.54901,0,
ABW,GMB,0,5785.502,0,
ABW,GNB,0,5912.7358,0,
ABW,GNQ,0,8721.6025,1,
ABW,GRC,0,9491.1572,0,2.032
ABW,GRD,0,911.34802,0,
ABW,GRL,0,5921.0059,0,
ABW,GTM,0,2220.0681,1,
ABW,GUF,0,2128.791,0,
ABW,GUM,,,,
ABW,GUY,0,1458.406,0,204.236
ABW,HKG,0,16131.13,0,1488.813
ABW,HMD,,,,
ABW,HND,0,1863.05,1,127.282
ABW,HRV,0,8716.8682,0,
ABW,HTI,0,709.388,0,
ABW,HUN,0,8927.6357,0,.512
ABW,IDN,0,19240.393,0,2.946
ABW,IND,0,14258.173,0,397.871
ABW,IOT,,,,
ABW,IRL,0,7174.0171,0,.8320000000000001
ABW,IRN,0,11880.18,0,
ABW,IRQ,0,11426.339,0,
ABW,ISL,0,6827.2202,0,
ABW,ISR,0,10635.04,0,1236
ABW,ITA,0,8480.1328,0,10.235
ABW,JAM,0,938.35101,0,104.324
ABW,JOR,0,10744.009,0,6737.223
ABW,JPN,0,13815.841,0,
ABW,KAZ,0,12977.214,0,
ABW,KEN,0,11887.174,0,
ABW,KGZ,0,12891.457,0,
ABW,KHM,0,17292.002,0,
ABW,KIR,0,12879.521,0,
ABW,KNA,0,952.672,0,.116
ABW,KOR,0,14183.604,0,14874.139
ABW,KWT,0,11922.281,0,504.69
ABW,LAO,0,16543.053,0,
ABW,LBN,0,10635.638,0,81.71900000000001
ABW,LBR,0,6538.7212,0,
ABW,LBY,0,8638.4834,0,
ABW,LCA,0,1000.846,0,29.424
ABW,LIE,,,,
ABW,LKA,0,16067.563,0,
ABW,LSO,0,11423.006,0,
ABW,LTU,0,9223.9092,0,
ABW,LUX,0,7967.7109,0,
ABW,LVA,0,9100.9482,0,
ABW,MAC,0,16137.888,0,
ABW,MAR,0,6782.7388,0,.51
ABW,MCO,,,,
ABW,MDA,0,9662.5479,0,
ABW,MDG,0,13342.618,0,
ABW,MDV,0,15595.964,0,
ABW,MEX,0,3197.7771,1,1394.723
ABW,MHL,0,12908.488,0,
ABW,MKD,0,9214.0879,0,
ABW,MLI,0,6729.1138,0,
ABW,MLT,0,8723.9805,0,
ABW,MMR,0,16436.57,0,.016
ABW,MNE,,9082.8584,0,
ABW,MNG,0,13299.098,0,
ABW,MNP,0,15020.247,0,
ABW,MOZ,0,11878.692,0,2.322
ABW,MRT,0,5824.1138,0,
ABW,MSR,0,966.26001,0,
ABW,MTQ,0,1001.726,0,
ABW,MUS,0,14395.813,0,
ABW,MWI,0,11828.456,0,
ABW,MYS,0,18066.889,0,19.181
ABW,MYT,,,,
ABW,NAM,0,10267.962,0,
ABW,NCL,0,13964.526,0,
ABW,NER,0,7796.3892,0,
ABW,NFK,0,13783.122,0,
ABW,NGA,0,8081.917,0,.6890000000000001
ABW,NIC,0,1761.929,1,4784.812
ABW,NIU,0,11484.714,0,
ABW,NLD,0,7896.896,1,11187.421
ABW,NOR,0,8301.125,0,
ABW,NPL,0,14828.1,0,
ABW,NRU,0,13604.612,0,
ABW,NZL,0,12981.523,0,68.66800000000001
ABW,OMN,0,13155.516,0,
ABW,PAK,0,13581.605,0,226.336
ABW,PAN,0,1102.975,1,
ABW,PCN,0,7735.0132,0,
ABW,PER,0,2848.8611,1,
ABW,PHL,0,16773.428,0,1005.734
ABW,PLW,0,16527.85,0,
ABW,PNG,0,15957.224,0,
ABW,POL,0,8990.0234,0,.121
ABW,PRI,0,781.57001,1,
ABW,PRK,0,14063.867,0,
ABW,PRT,0,6637.4238,0,1.045
ABW,PRY,0,4418.0762,1,
ABW,PSE,0,10625.237,0,773.081
ABW,PYF,0,9348.1074,0,
ABW,QAT,0,12436.231,0,
ABW,REU,0,14183.826,0,
ABW,ROU,0,9528.1191,0,
ABW,RUS,0,9942.4746,0,
ABW,RWA,0,11168.009,0,.21
ABW,SAU,0,12028.872,0,1278.061
ABW,SCG,,,,
ABW,SDN,0,10960.457,0,51500.559
ABW,SEN,0,5688.1299,0,
ABW,SGP,0,18355.379,0,43214.266
ABW,SGS,,,,
ABW,SHN,0,7763.8979,0,
ABW,SLB,0,14562.644,0,37.582
ABW,SLE,0,6222.7559,0,
ABW,SLV,0,2070.009,1,12245.869
ABW,SMR,0,8461.9121,0,
ABW,SOM,0,12721.271,0,
ABW,SPM,0,4015.7549,0,
ABW,SRB,,9082.8584,0,
ABW,SSD,,10960.457,0,
ABW,STP,0,8580.3467,0,
ABW,SUN,,,,
ABW,SUR,0,1793.713,1,211.883
ABW,SVK,0,8778.7412,0,6.874000000000001
ABW,SVN,0,8601.0088,0,96.044
ABW,SWE,0,8715.3867,0,360.063
ABW,SWZ,0,11739.211,0,
ABW,SXM,,,,
ABW,SYC,0,13989.588,0,2.925
ABW,SYR,0,10720.528,0,
ABW,TCA,0,998.47699,0,
ABW,TCD,0,9201.1582,0,
ABW,TGO,0,7858.2998,0,
ABW,THA,0,16930.207,0,906.04
ABW,TJK,0,12917.734,0,
ABW,TKL,0,11515.176,0,
ABW,TKM,0,12265.522,0,
ABW,TLS,0,18262.52,0,
ABW,TON,0,12067.622,0,
ABW,TTO,0,959.75702,0,
ABW,TUN,0,8328.585,0,
ABW,TUR,0,9845.79,0,.288
ABW,TUV,0,12456.918,0,
ABW,TWN,0,15659.134,0,1305.086
ABW,TZA,0,12282.36,0,
ABW,UGA,0,11386.025,0,
ABW,UKR,0,9678.4492,0,
ABW,URY,0,5483.9351,1,
ABW,USA,0,3161.668,0,34414.922
ABW,UZB,0,12732.287,0,
ABW,VAT,,,,
ABW,VCT,0,964.70398,0,33.976
ABW,VDR,,,,
ABW,VEN,0,408.806,1,
ABW,VGB,0,881.28802,0,
ABW,VNM,0,16271.962,0,
ABW,VUT,0,13756.357,0,
ABW,WLF,0,12049.833,0,
ABW,WSM,0,13348.891,0,
ABW,YEM,0,12161.901,0,
ABW,YMD,,,,
ABW,YUG,,,,
ABW,ZAF,0,10662.36,0,18.53
ABW,ZMB,0,11267.376,0,
ABW,ZWE,0,11603.469,0,
AFG,ABW,0,13257.814,0,
AFG,AFG,0,303.76099,0,
AFG,AGO,0,7607.7998,0,69.875
AFG,AIA,0,12292.158,0,
AFG,ALB,0,4342.1172,0,.241
AFG,AND,0,5806.3589,0,
AFG,ANT,,,,
AFG,ARE,0,1813.615,0,24043.406
AFG,ARG,0,15298.504,0,46.293
AFG,ARM,0,2266.1499,0,1.903
AFG,ASM,,,,
AFG,ATA,,,,.156
AFG,ATF,,,,
AFG,ATG,0,12297.092,0,
AFG,AUS,0,11433.487,0,295.378
AFG,AUT,0,4568.0981,0,260.191
AFG,AZE,0,1822.217,0,.469
AFG,BDI,0,5930.0571,0,.035
AFG,BEL,0,5416.1211,0,2215.273
AFG,BEN,0,7481.0059,0,
AFG,BES,,,,
AFG,BFA,0,7497.5952,0,4.671
AFG,BGD,0,2376.978,0,
AFG,BGR,0,4043.0049,0,87.289
AFG,BHR,0,2004.434,0,376.248
AFG,BHS,0,12518.579,0,
AFG,BIH,0,4428.6138,0,3.05
AFG,BLR,0,3880.8999,0,851.2
AFG,BLZ,0,13822.816,0,
AFG,BMU,0,11177.655,0,14.525
AFG,BOL,0,15349.948,0,154.578
AFG,BRA,0,13771.763,0,218.996
AFG,BRB,0,12465.547,0,16.571
AFG,BRN,0,5741.1411,0,3.936
AFG,BTN,0,2103.501,0,
AFG,BVT,,,,
AFG,BWA,0,8023.7671,0,3.628
AFG,CAF,0,6188.3149,0,
AFG,CAN,0,10768.887,0,2843.238
AFG,CCK,0,5992.4648,0,
AFG,CHE,0,5247.043,0,2303.594
AFG,CHL,0,16353.896,0,261.158
AFG,CHN,1,4180.438,0,3427.619
AFG,CIV,0,8144.624,0,36.061
AFG,CMR,0,6842.123,0,9.109
AFG,COD,0,7100.062,0,
AFG,COG,0,7100.583,0,9.863
AFG,COK,0,15044.605,0,
AFG,COL,0,14288.693,0,997.504
AFG,COM,0,5824.4111,0,36.46
AFG,CPV,0,9324.5801,0,
AFG,CRI,0,14334.572,0,5.258
AFG,CSK,,,,
AFG,CUB,0,12952.396,0,
AFG,CUW,,,,
AFG,CXR,0,6312.0742,0,
AFG,CYM,0,13283.304,0,
AFG,CYP,0,3257.9719,0,
AFG,CZE,0,4708.0239,0,139.748
AFG,DDR,,,,
AFG,DEU,0,5226.5142,0,10035.431
AFG,DJI,0,3668.116,0,
AFG,DMA,0,12416.774,0,
AFG,DNK,0,4857.6919,0,199.63
AFG,DOM,0,12709.283,0,89.46300000000001
AFG,DZA,0,5866.7358,0,11.459
AFG,ECU,0,14950.597,0,49.155
AFG,EGY,0,3584.3191,0,424.584
AFG,ERI,0,3706.2881,0,
AFG,ESH,0,7696.6079,0,
AFG,ESP,0,6290.4932,0,1942.752
AFG,EST,0,4238.918,0,2.954
AFG,ETH,0,4196.2061,0,.875
AFG,FIN,0,4254.7939,0,3690.289
AFG,FJI,0,12880.349,0,
AFG,FLK,0,15447.965,0,
AFG,FRA,0,5590.3809,0,8335.733
AFG,FRO,0,5959.8828,0,
AFG,FSM,0,9494.7041,0,
AFG,GAB,0,7263.688,0,
AFG,GBR,0,5718.0781,0,2440.475
AFG,GEO,0,2270.991,0,1.167
AFG,GHA,0,7786.48,0,19.613
AFG,GIB,0,6593.5981,0,
AFG,GIN,0,8955.4424,0,
AFG,GLP,0,12384.114,0,
AFG,GMB,0,8798.2207,0,
AFG,GNB,0,8805.0137,0,
AFG,GNQ,0,7088.998,0,
AFG,GRC,0,4058.47,0,.491
AFG,GRD,0,12707.119,0,
AFG,GRL,0,7901.7749,0,6.578
AFG,GTM,0,14157.619,0,49.122
AFG,GUF,0,12506.794,0,
AFG,GUM,,,,
AFG,GUY,0,12850.204,0,
AFG,HKG,0,4566.6172,0,35.766
AFG,HMD,,,,
AFG,HND,0,14078.02,0,4.484
AFG,HRV,0,4608.2002,0,7.834000000000001
AFG,HTI,0,12860.997,0,
AFG,HUN,0,4367.6938,0,29.292
AFG,IDN,0,6000.7861,0,28.703
AFG,IND,0,1003.893,0,413367.813
AFG,IOT,,,,
AFG,IRL,0,6085.9258,0,247.759
AFG,IRN,1,1620.826,1,20398.266
AFG,IRQ,0,2285.353,0,
AFG,ISL,0,6658.5552,0,142.879
AFG,ISR,0,3199.1931,0,2
AFG,ITA,0,4935.9941,0,1670.562
AFG,JAM,0,13173.263,0,
AFG,JOR,0,3096.229,0,3438.27
AFG,JPN,0,6278.0161,0,236.602
AFG,KAZ,0,1180.1689,0,2064.345
AFG,KEN,0,5221.5811,0,4.7
AFG,KGZ,0,1043.715,0,239.242
AFG,KHM,0,4421.1748,0,
AFG,KIR,0,11202.848,0,
AFG,KNA,0,12346.531,0,2.347
AFG,KOR,0,5131.8882,0,294.794
AFG,KWT,0,2079.553,0,191.903
AFG,LAO,0,3784.918,0,
AFG,LBN,0,3088.8689,0,623.309
AFG,LBR,0,8699.1172,0,
AFG,LBY,0,5133.1191,0,
AFG,LCA,0,12492.829,0,
AFG,LIE,,,,
AFG,LKA,0,3261.061,0,113.813
AFG,LSO,0,8347.4268,0,
AFG,LTU,0,4042.8291,0,85.66500000000001
AFG,LUX,0,5304.3359,0,21.158
AFG,LVA,0,4186.2739,0,.158
AFG,MAC,0,4512.5732,0,
AFG,MAR,0,6811.5361,0,8.741
AFG,MCO,,,,
AFG,MDA,0,3626.967,0,54.896
AFG,MDG,0,6370.1421,0,1.145
AFG,MDV,0,3406.564,0,
AFG,MEX,0,13906.068,0,2532.867
AFG,MHL,0,10652.167,0,
AFG,MKD,0,4198.3369,0,2.353
AFG,MLI,0,8056.6152,0,18.043
AFG,MLT,0,4906.9819,0,
AFG,MMR,0,3330.2119,0,665.996
AFG,MNE,,4258.7598,0,.034
AFG,MNG,0,3443.5449,0,.965
AFG,MNP,0,7848.5698,0,
AFG,MOZ,0,7760.6582,0,147.035
AFG,MRT,0,8455.042,0,
AFG,MSR,0,12360.261,0,
AFG,MTQ,0,12452.471,0,
AFG,MUS,0,6210.9448,0,3.996
AFG,MWI,0,6565.8311,0,
AFG,MYS,0,4846.3159,0,385.164
AFG,MYT,,,,
AFG,NAM,0,8405.9971,0,.02
AFG,NCL,0,12033.22,0,
AFG,NER,0,7082.3848,0,
AFG,NFK,0,12536.673,0,
AFG,NGA,0,7391.6758,0,10.267
AFG,NIC,0,14235.575,0,8.766999999999999
AFG,NIU,0,13997.746,0,
AFG,NLD,0,5361.3999,0,2987.934
AFG,NOR,0,5014.6021,0,238.754
AFG,NPL,0,1710.066,0,7.449
AFG,NRU,0,10757.727,0,
AFG,NZL,0,13761.996,0,72.72500000000001
AFG,OMN,0,1587.942,0,5.258
AFG,PAK,1,374.65201,0,414872.219
AFG,PAN,0,14179.023,0,
AFG,PCN,0,17900.404,0,
AFG,PER,0,15811.19,0,24.415
AFG,PHL,0,5617.854,0,4.347
AFG,PLW,0,7294.7202,0,
AFG,PNG,0,9528.0088,0,
AFG,POL,0,4267.9771,0,523.456
AFG,PRI,0,12479.579,0,
AFG,PRK,0,4989.0952,0,
AFG,PRT,0,6791.3418,0,466.129
AFG,PRY,0,14862.547,0,.016
AFG,PSE,0,3244.844,0,16.698
AFG,PYF,0,15755.988,0,
AFG,QAT,0,1987.925,1,264.379
AFG,REU,0,6333.1509,0,
AFG,ROU,0,3813.9351,0,105.527
AFG,RUS,0,3367.5259,0,3002.677
AFG,RWA,0,5755.2222,0,
AFG,SAU,0,2425.437,0,8580.945
AFG,SCG,,,,
AFG,SDN,0,4222.9209,0,5.328
AFG,SEN,0,8799.582,0,208.156
AFG,SGP,0,5157.8921,0,740.063
AFG,SGS,,,,
AFG,SHN,0,9691.4316,0,
AFG,SLB,0,10680.288,0,
AFG,SLE,0,8795.5664,0,
AFG,SLV,0,14203.462,0,1.108
AFG,SMR,0,4901.499,0,
AFG,SOM,0,4380.1821,0,
AFG,SPM,0,9474.9668,0,
AFG,SRB,,4258.7598,0,11.304
AFG,SSD,,4222.9209,0,
AFG,STP,0,7512.917,0,
AFG,SUN,,,,
AFG,SUR,0,12679.807,0,
AFG,SVK,0,4508.77,0,17.011
AFG,SVN,0,4719.4258,0,28.599
AFG,SWE,0,4597.1821,0,306.15
AFG,SWZ,0,7872.1709,0,
AFG,SXM,,,,
AFG,SYC,0,4589.3809,0,2.362
AFG,SYR,0,3022.6021,0,
AFG,TCA,0,12522.609,0,
AFG,TCD,0,5989.5952,0,
AFG,TGO,0,7601.833,0,7.797000000000001
AFG,THA,0,3903.415,0,59.975
AFG,TJK,1,459.24701,0,
AFG,TKL,0,13214.696,0,
AFG,TKM,1,1042.731,0,
AFG,TLS,0,7622.7778,0,
AFG,TON,0,13624.999,0,
AFG,TTO,0,12806.996,0,
AFG,TUN,0,5252.6182,0,100.189
AFG,TUR,0,3581.6079,0,8830.719999999999
AFG,TUV,0,12382.264,0,
AFG,TWN,0,5105.7861,0,20.185
AFG,TZA,0,5574.7842,0,76.962
AFG,UGA,0,5380.8501,0,
AFG,UKR,0,3580.626,0,77.214
AFG,URY,0,15100.648,0,80.404
AFG,USA,0,10847.876,0,14693.748
AFG,UZB,1,751.271,0,1243.007
AFG,VAT,,,,
AFG,VCT,0,12577.822,0,
AFG,VDR,,,,
AFG,VEN,0,13208.571,0,
AFG,VGB,0,12377.805,0,
AFG,VNM,0,3884.103,0,
AFG,VUT,0,11938.982,0,
AFG,WLF,0,13094.978,0,
AFG,WSM,0,12020.438,0,
AFG,YEM,0,3279.877,0,
AFG,YMD,,,,
AFG,YUG,,,,
AFG,ZAF,0,9273.1328,0,207.157
AFG,ZMB,0,7048.7598,0,25.662
AFG,ZWE,0,7088.189,0,1.722
AGO,ABW,0,9516.9131,0,
AGO,AFG,0,7607.7998,0,
AGO,AGO,0,419.96701,0,
AGO,AIA,0,8901.4639,0,
AGO,ALB,0,5623.8271,0,
AGO,AND,0,5837.0879,0,
AGO,ANT,,,,
AGO,ARE,0,5805.2549,0,1197360.25
AGO,ARG,0,7792.0298,0,6763.084
AGO,ARM,0,6331.3462,0,.048
AGO,ASM,,,,
AGO,ATA,,,,42.877
AGO,ATF,,,,
AGO,ATG,0,8746.9648,0,
AGO,AUS,0,13528.195,0,518.913
AGO,AUT,0,6357.0171,0,537.046
AGO,AZE,0,6643.251,0,26.21
AGO,BDI,0,1878.576,0,
AGO,BEL,0,6696.229,0,286067.281
AGO,BEN,0,2071.8369,0,7704.49
AGO,BES,,,,
AGO,BFA,0,2876.135,0,2700.654
AGO,BGD,0,9121.0977,0,
AGO,BGR,0,5822.248,0,16.66
AGO,BHR,0,5615.4731,0,4.972
AGO,BHS,0,10490.606,0,
AGO,BIH,0,5888.7891,0,.122
AGO,BLR,0,7104.6782,0,
AGO,BLZ,0,11578.899,0,
AGO,BMU,0,9436.543,0,
AGO,BOL,0,8830.2344,0,.512
AGO,BRA,0,6559.9658,1,265736.813
AGO,BRB,0,8414.0078,0,
AGO,BRN,0,11386.53,0,52.406
AGO,BTN,0,9162.6348,0,
AGO,BVT,,,,
AGO,BWA,0,2223.5779,0,112.73
AGO,CAF,0,1586.979,0,72.261
AGO,CAN,0,10904.939,0,130579.977
AGO,CCK,0,9114.4365,0,
AGO,CHE,0,6235.3848,0,123.567
AGO,CHL,0,8914.0967,0,9594.136
AGO,CHN,0,11769.515,0,20698710
AGO,CIV,0,2480.1379,0,47532.887
AGO,CMR,0,1424.688,0,13699.42
AGO,COD,1,553.10602,0,
AGO,COG,0,556.94702,0,321523.125
AGO,COK,0,16605.094,0,
AGO,COL,0,9911.5244,0,63.697
AGO,COM,0,3301.0181,0,
AGO,CPV,0,4839.9741,1,54.171
AGO,CRI,0,10980.7,0,.78
AGO,CSK,,,,
AGO,CUB,0,10977.253,0,
AGO,CUW,,,,
AGO,CXR,0,10106.604,0,
AGO,CYM,0,10823.138,0,
AGO,CYP,0,5332.0352,0,11.739
AGO,CZE,0,6560.2378,0,4.141
AGO,DDR,,,,
AGO,DEU,0,6738.3521,0,50184.773
AGO,DJI,0,4015.1841,0,
AGO,DMA,0,8654.3389,0,
AGO,DNK,0,7179.064,0,146.709
AGO,DOM,0,9602.5518,0,6706.327
AGO,DZA,0,5194.2441,0,221.529
AGO,ECU,0,10205.398,0,1472.495
AGO,EGY,0,4736.9512,0,78132.773
AGO,ERI,0,3901.9541,0,
AGO,ESH,0,4917.6309,0,
AGO,ESP,0,5752.252,0,1070297.25
AGO,EST,0,7665.3169,0,
AGO,ETH,0,3464.5669,0,5.497
AGO,FIN,0,7746.2349,0,3.013
AGO,FJI,0,16618.514,0,
AGO,FLK,0,7947.249,0,
AGO,FRA,0,6510.3218,0,370588.469
AGO,FRO,0,8073.6768,0,
AGO,FSM,0,16170.586,0,
AGO,GAB,0,1110.371,0,
AGO,GBR,0,6837.5942,0,71778.07000000001
AGO,GEO,0,6482.7988,0,
AGO,GHA,0,2192.395,0,20004.943
AGO,GIB,0,5370.5962,0,
AGO,GIN,0,3804.6489,0,
AGO,GLP,0,8708.249,0,
AGO,GMB,0,4132.186,0,
AGO,GNB,0,3941.2271,1,
AGO,GNQ,0,1485.016,0,
AGO,GRC,0,5325.2231,0,167.218
AGO,GRD,0,8613.7412,0,
AGO,GRL,0,9737.8857,0,
AGO,GTM,0,11735.94,0,
AGO,GUF,0,7436.1338,0,
AGO,GUM,,,,
AGO,GUY,0,8109.8652,0,
AGO,HKG,0,11504.128,0,183434.469
AGO,HMD,,,,
AGO,HND,0,11377.576,0,
AGO,HRV,0,6086.6982,0,
AGO,HTI,0,9868.3965,0,
AGO,HUN,0,6296.0039,0,21.936
AGO,IDN,0,10294.874,0,374616.063
AGO,IND,0,8025.9678,0,4118279.25
AGO,IOT,,,,
AGO,IRL,0,7160.8101,0,43.331
AGO,IRN,0,6368.0181,0,
AGO,IRQ,0,5736.8208,0,
AGO,ISL,0,8642.9541,0,
AGO,ISR,0,5096.1479,0,529
AGO,ITA,0,5645.2432,0,391096.906
AGO,JAM,0,10324.341,0,
AGO,JOR,0,5140.3579,0,46502.676
AGO,JPN,0,13861.75,0,257878.5
AGO,KAZ,0,8643.7373,0,
AGO,KEN,0,2744.311,0,1565.358
AGO,KGZ,0,8454.7695,0,
AGO,KHM,0,10393.313,0,
AGO,KIR,0,17657.943,0,
AGO,KNA,0,8842.2324,0,
AGO,KOR,0,12705.4,0,197955.984
AGO,KWT,0,5649.5039,0,23.839
AGO,LAO,0,10254.811,0,
AGO,LBN,0,5301.9932,0,646.253
AGO,LBR,0,3154.2361,0,
AGO,LBY,0,4626.3579,0,
AGO,LCA,0,8580.7754,0,
AGO,LIE,,,,
AGO,LKA,0,7594.3198,0,56.742
AGO,LSO,0,2721.2241,0,
AGO,LTU,0,7158.9648,0,195.263
AGO,LUX,0,6540.2729,0,
AGO,LVA,0,7388.835,0,
AGO,MAC,0,11443.559,1,
AGO,MAR,0,5221.7622,0,1235.661
AGO,MCO,,,,
AGO,MDA,0,6403.2559,0,
AGO,MDG,0,3857.428,0,10.809
AGO,MDV,0,6836.0688,0,
AGO,MEX,0,12685.997,0,49.696
AGO,MHL,0,17596.715,0,
AGO,MKD,0,5719.4668,0,
AGO,MLI,0,3352.429,0,1016.115
AGO,MLT,0,4980.603,0,
AGO,MMR,0,9555.3496,0,8122.027
AGO,MNE,,6017.293,0,
AGO,MNG,0,11014.058,0,
AGO,MNP,0,14824.509,0,
AGO,MOZ,0,2794.2771,1,1847.38
AGO,MRT,0,4395.7378,0,205.665
AGO,MSR,0,8775.9238,0,
AGO,MTQ,0,8605.6035,0,
AGO,MUS,0,4915.3721,0,100.914
AGO,MWI,0,2314.207,0,213.333
AGO,MYS,0,9900.2539,0,1590.466
AGO,MYT,,,,
AGO,NAM,1,1582.875,0,3893.405
AGO,NCL,0,15503.072,0,
AGO,NER,0,2778.376,0,
AGO,NFK,0,15020.046,0,
AGO,NGA,0,2017.813,0,8716.437
AGO,NIC,0,11252.123,0,15.142
AGO,NIU,0,16914.756,0,
AGO,NLD,0,6856.1318,0,5327.34
AGO,NOR,0,7655.0449,0,31840.564
AGO,NPL,0,8745.8428,0,24.771
AGO,NRU,0,16933.588,0,
AGO,NZL,0,13836.311,0,
AGO,OMN,0,6115.1729,0,
AGO,PAK,0,7889.0459,0,48.33
AGO,PAN,0,10468.294,0,
AGO,PCN,0,14553.535,0,
AGO,PER,0,9843.8975,0,76167.492
AGO,PHL,0,12159.635,0,5675.946
AGO,PLW,0,13562.459,0,
AGO,PNG,0,14529.403,0,
AGO,POL,0,6838.7119,0,2134.359
AGO,PRI,0,9222.9512,0,
AGO,PRK,0,12578.152,0,
AGO,PRT,0,5779.5029,1,315119.594
AGO,PRY,0,7684.1899,0,142.132
AGO,PSE,0,5027.3872,0,
AGO,PYF,0,16543.498,0,
AGO,QAT,0,5620.981,0,
AGO,REU,0,4718.4419,0,
AGO,ROU,0,6066.5908,0,108.55
AGO,RUS,0,7535.854,0,20.385
AGO,RWA,0,2014.3459,0,1630.616
AGO,SAU,0,5207.3218,0,805.1510000000001
AGO,SCG,,,,
AGO,SDN,0,3447.449,0,13.621
AGO,SEN,0,4277.9409,0,143.724
AGO,SGP,0,10104.831,0,104452.219
AGO,SGS,,,,
AGO,SHN,0,2203.998,0,
AGO,SLB,0,15818.789,0,
AGO,SLE,0,3517.9341,0,1286.55
AGO,SLV,0,11580.464,0,
AGO,SMR,0,5875.2441,0,
AGO,SOM,0,3760.6011,0,
AGO,SPM,0,9206.7617,0,
AGO,SRB,,6017.293,0,47.438
AGO,SSD,,3447.449,0,
AGO,STP,0,1239.145,1,29112.281
AGO,SUN,,,,
AGO,SUR,0,7771.8818,0,
AGO,SVK,0,6355.751,0,30.769
AGO,SVN,0,6111.5972,0,185.643
AGO,SWE,0,7599.2021,0,112.168
AGO,SWZ,0,2711.9231,0,.9430000000000001
AGO,SXM,,,,
AGO,SYC,0,4687.0078,0,
AGO,SYR,0,5305.9692,0,
AGO,TCA,0,9801.3076,0,
AGO,TCD,0,2345.135,0,
AGO,TGO,0,2128.469,0,568.019
AGO,THA,0,9955.7207,0,291055.188
AGO,TJK,0,7803.1519,0,
AGO,TKL,0,17965.463,0,
AGO,TKM,0,7002.7988,0,
AGO,TLS,0,12285.98,1,23.75
AGO,TON,0,16570.234,0,
AGO,TTO,0,8557.6709,0,
AGO,TUN,0,5092.5342,0,.043
AGO,TUR,0,5778.666,0,1364.114
AGO,TUV,0,17554.264,0,
AGO,TWN,0,12268.99,0,1479442.625
AGO,TZA,0,2880.082,0,3.959
